bangumiId,kind,lang,title,content
1121,primary,zh-CN,血界战线 & BEYOND OAD,《血界战线 & BEYOND OAD》是《血界战线》的OVA，莱昂纳多在赫尔莎雷姆兹的番外。本作以轻松的日常为主，作品以奇幻、战斗与群像为特色，动画的氛围欢乐，角色们的互动充满魅力，是血界战线系列的番外作品。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1122,primary,zh-CN,路西法 反叛的堕天使,《路西法 反叛的堕天使》是短篇动画，讲述堕天使路西法的物语。作品以奇幻、日常与治愈为特色，动画画风精美、氛围宁静，在轻松的日常中展现堕天使的生活，是一部风格新颖的泡面番。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1123,primary,zh-CN,FLCL Progressive,《FLCL Progressive》是《FLCL》的新作动画，讲述少女们的奇妙冒险。本作围绕新的角色与机器人展开，作品以无厘头、动作(与青春为特色，动画的演出大胆，脑洞大开，是FLCL系列的续作。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1124,primary,zh-CN,一脸嫌弃表情的妹子给你看胖次,《一脸嫌弃表情的妹子给你看胖次》是短篇福利动画，讲述少女们一脸嫌弃地展示福利的场景。作品以福利、日常与搞笑为特色，动画篇幅短小，是一部以视觉服务为主的泡面番。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1125,primary,zh-CN,超级龙珠英雄,《超级龙珠英雄》是短篇动画，讲述龙珠英雄们的战斗。本作围绕龙珠英雄游戏的世界观展开，作品以格斗、热血与群像为特色，动画的战斗场面华丽，角色们的对决充满魄力，是龙珠系列的衍生作品。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1126,primary,zh-CN,班会传说,《班会传说》是短篇动画，讲述班级会议的搞笑日常。作品以校园、搞笑与吐槽为特色，动画篇幅短小、节奏明快，在轻松的日常中展现学生们的互动，是一部轻松解压的泡面番。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1127,primary,zh-CN,甜甜私房猫 吃饱啦大旅行,《甜甜私房猫 吃饱啦大旅行》延续系列，小猫小起的冒险继续。本作小起与主人一家的旅行充满温馨，作品以萌宠、日常与治愈为特色，动画画风软萌，小起的可爱行为令人会心一笑，是一部治愈系的宠物动画。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1128,primary,zh-CN,擅长捉弄的高木同学 OVA,《擅长捉弄的高木同学 OVA》是《擅长捉弄的高木同学》的OVA，高木与西片的日常番外。本作以轻松的日常为主，作品以恋爱、日常与搞笑为特色，高木的捉弄与西片的反应充满笑料，动画的氛围轻松甜蜜，是高木同学系列的番外作品。角色间的互动刻画得细腻自然，那些欲言又止的心意、别扭又真诚的靠近都真实而动人，情感线与日常情节交织，让观众在会心一笑与怦然心动之间反复横跳，是一部让人回味无穷的恋爱物语。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1129,primary,zh-CN,哥斯拉 决战之都,《哥斯拉 决战之都》是哥斯拉系列剧场版，人类在哥斯拉支配的星球上的生存。本作人类利用机械哥斯拉与哥斯拉展开决战，作品以科幻、战斗与群像为特色，动画的3DCG画面华丽，人类的挣扎与哥斯拉的威胁充满张力，是哥斯拉系列的剧场版。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1130,primary,zh-CN,政宗君的复仇 OAD,《政宗君的复仇 OAD》是《政宗君的复仇》的OVA，政宗与爱姬的恋爱番外。本作以轻松的日常为主，作品以恋爱、搞笑与日常为特色，动画的氛围轻松，政宗的复仇计划与爱姬的互动充满笑料，是政宗君系列的番外作品。作品在甜蜜之余也保留了青春特有的青涩与迷茫，主角在感情中的成长与抉择贯穿始终，配乐温润、画面明丽，将恋爱中的忐忑、欢喜与遗憾都拿捏得恰到好处，适合慢慢品味。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1131,primary,zh-CN,欢迎来到加帕里公园,《欢迎来到加帕里公园》是短篇动画，讲述加帕里公园中兽娘们的日常。作品以萌系、日常与治愈为特色，动画画风可爱、篇幅短小，在轻松的日常中展现兽娘们的互动，是兽娘动物园系列的番外作品。作品没有强烈的戏剧冲突，却以细腻的笔触捕捉日常中的微小幸福，角色的喜怒哀乐真实可感，在平实的叙述中悄然传递着生活的温度，适合在忙碌之余放松心情慢慢欣赏。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1132,primary,zh-CN,岸边露伴一动不动 六壁坂,《岸边露伴一动不动 六壁坂》是《JOJO的奇妙冒险》的番外动画，漫画家岸边露伴的奇妙体验。本作露伴在取材中遭遇诡异的事件，作品以悬疑、猎奇与JOJO的世界观为特色，动画的氛围诡异，露伴的冒险充满张力，是JOJO系列的番外作品。剧情层层递进、伏笔密布，随着线索的不断拼合，真相逐渐浮出水面，每一次反转都在意料之外又情理之中，细节经得起推敲，氛围营造到位，是喜欢烧脑故事的观众不可错过之作。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1133,primary,zh-CN,DOUBLE DECKER! 道格&基里尔,《DOUBLE DECKER! 道格&基里尔》是原创动画，讲述刑警二人组在都市中的调查。道格与基里尔在毒品案件中的搭档日常，作品以警察、动作(与搞笑为特色，动画的氛围轻松，两人的互动充满魅力，是一部风格独特的作品。画风清新、节奏舒缓，人物之间的相处自然而温暖，那些平凡琐碎的片段在动画的演绎下变得闪闪发光，传递出一种治愈人心的宁静力量，是治愈系爱好者不容错过的作品。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1134,primary,zh-CN,女皇之刃 UNLIMITED,《女皇之刃 UNLIMITED》是女皇之刃系列动画，女战士们的大会战。本作围绕新的女战士与战斗展开，作品以战斗、福利与群像为特色，动画的画风华丽，女战士们的对决充满魄力，是女皇之刃系列的续作。动作设计与演出张力俱佳，随着剧情推进，主角面对的敌人越来越强，战斗方式与自身局限的突破层层升级，配乐与画面配合出色，将热血少年向作品应有的爽快感与成长感都演绎得十分到位。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
1135,primary,zh-CN,FLCL Alternative,《FLCL Alternative》是《FLCL》的新作动画，讲述少女们的奇妙冒险。本作围绕新的角色与机器人展开，作品以无厘头、动作(与青春为特色，动画的演出大胆，脑洞大开，是FLCL系列的续作。动画的节奏把控张弛有度，战斗场面的分镜与作画都相当扎实，主角在与强敌的较量中不断突破自我，和同伴之间建立的信任与羁绊也为剧情增添了温度，热血与感动并存，值得一看。整体而言，该作在题材表达与情感渲染上均有可取之处，剧情张弛有度，角色令人印象深刻，是一部完成度较高、值得推荐的作品。
